SERVICEAUFTRAG;POSITION;ARTIKEL;NAME;MENGE
2005287;9;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2005287;10;K03831;"Rillenkugellager; 6000 BRS";1
2005287;11;K03832;"Rillenkugellager; 608 BRS";2
2005287;12;K03839;"Sicherungsring; A14";1
2005287;13;K03852;"Rillenkugellager; 6000-2BRS C3";1
2005287;14;K04172;"Öl; 80ml";1
2005287;15;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005287;16;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005287;17;K04886A;"Kohlebürste UX1; 2412";2
2005287;18;K05131;Anker UX1 230V;1
2005287;19;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2005287;20;KK001;Kleinteile;1
2005287;21;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005288;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005288;2;K03614;"Platine; poti kompl.";1
2005288;3;K06766;Gleichrichter Powerbox;1
2005288;4;KK001;Kleinteile;1
2005288;5;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005289;1;K04696;"Extruderschweißgerät; MAK-65-B, 230 V, mN";1
2005289;2;K02125;"Kompressionsdüse; MA/E-60";1
2005289;3;K02644;"Griffschale - links; Antrieb WX2";1
2005289;4;K03068;"Druckhebel 2/1-1/R; MA/E-40 u. 60";1
2005289;5;K03348;"Verbindungsleitung; WX2PBMu-WX2Mu , orange";1
2005289;6;K03701;"Axialrillenkugellager; 51305";1
2005289;7;K03702;"Rillenkugellager; 6005 2RS C3 FT150";1
2005289;8;K04172;"Öl; 80ml";1
2005289;9;KK001;Kleinteile;1
2005289;10;KK060;Arbeitseinheit Reparatur (= 30Min);7
2005290;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005290;2;K02669;"Axialrillenkugellager; 51203";1
2005290;3;K03894;"Axiallüfter; 40 x 40 x 25                MM";1
2005290;4;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005290;5;K04258;"Frontfolie; Tasten für Regler MM";1
2005290;6;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005290;7;K04719;"Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM";1
2005290;8;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2005290;9;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005290;10;K05538;"Schneidkopf 18-9; MM";1
2005290;11;K05539;"Einzugshülse V; MM";1
2005290;12;K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";1
2005290;13;KK001;Kleinteile;1
2005290;14;KK060;Arbeitseinheit Reparatur (= 30Min);8
2005291;1;K05179;"Portable Extruder Welding Gun; MAK-48-D, 230 V, mN, P";1
2005291;2;K02432;Blind cover EBM13 800134;1
2005291;3;K02689;Cable vorkonfektioniert 230V 3x2,5mm² 7m lg.;1
2005291;4;K03072;Countersunk screw M  5 x 20;1
2005291;5;K03336;"Front foil; to controller Type K";1
2005291;6;K04512;Nozzle;1
2005291;7;K04785;Rod Guide;1
2005291;8;K05924;"Electronic board ,  Type K ; Repair";1
2005291;9;KK001;"Sundry supplies;";1
2005291;10;KK060;Unit of work (= 0.5h);4
2005292;1;K04678;"Portable Extruder Welding Gun; MEK-18, 230 V, mN";1
2005292;2;K03989;Electronic board ,  Type K;1
2005292;3;KK001;"Sundry supplies;";1
2005292;4;KK060;Unit of work (= 0.5h);5
2005293;1;K04676;"Portable Extruder Welding Gun; MAK-18, 230 V, mN";1
2005293;2;K01017;Shock-proof plug Pico UK UKR U5R U7R U8R E5 (A);1
2005293;3;K02669;Axial ball bearing 51203;1
2005293;4;K03035;Circlip H 16;1
2005293;5;K02965;"Support ring; MAE/K-18/25 u. 18/25-S";1
2005293;6;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2005293;7;K04509;"Nozzle; 30, MA/E-K-18/25, 3mm";1
2005293;8;K04785;Rod Guide;1
2005293;9;KK001;"Sundry supplies;";1
2005293;10;KK060;Unit of work (= 0.5h);3
2005294;1;K03969CS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";1
2005294;2;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005294;3;KK001;Kleinteile;1
2005294;4;KK060;Arbeitseinheit Reparatur (= 30Min);2
2005295;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005295;2;KK001;Kleinteile;1
2005295;3;KK060;Arbeitseinheit Reparatur (= 30Min);2
2005296;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005296;2;K02669;"Axialrillenkugellager; 51203";1
2005296;3;K03892;"Griffschale - links; Spritzgussteil         MM";1
2005296;4;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005296;5;K04259;"Frontfolie Display; für Regler  MM";1
2005296;6;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005296;7;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005296;8;K05202;"Regler MM;  Reparatur";1
2005296;9;K05538;"Schneidkopf 18-9; MM";1
2005296;10;K05539;"Einzugshülse V; MM";1
2005296;11;KK001;Kleinteile;1
2005296;12;KK060;Arbeitseinheit Reparatur (= 30Min);2
2005296;13;KK060;Arbeitseinheit Reparatur (= 30Min);2
2005297;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005297;2;K03482;"Senkschraube; DIN 7991, M 4 x  12";1
2005297;3;K03889;"Heizspirale; 18x125                      MM";1
2005297;4;K03890;"Antriebseinheit; 40 / 42 MM";1
2005297;5;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005297;6;K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";1
2005297;7;K04259;"Frontfolie Display; für Regler  MM";1
2005297;8;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2005297;9;K05202;"Regler MM;  Reparatur";1
2005297;10;K06058;"Lüfterabdeckung mit Filter ;  MM";1
2005297;11;KK001;Kleinteile;1
2005297;12;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005297;13;KK060;Arbeitseinheit Reparatur (= 30Min);1
2005298;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2005298;2;K02669;"Axialrillenkugellager; 51203";1
2005298;3;K02696;"Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25";1
2005298;4;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005298;5;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005298;6;K04172;"Öl; 80ml";1
2005298;7;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005298;8;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005298;9;K04886A;"Kohlebürste UX1; 2412";1
2005298;10;KK001;Kleinteile;1
2005298;11;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005299;1;K04680;"Extruderschweißgerät; MAK-25, 230 V, mN";1
2005299;2;K02669;"Axialrillenkugellager; 51203";1
2005299;3;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005299;4;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005299;5;K03348;"Verbindungsleitung; WX2PBMu-WX2Mu , orange";1
2005299;6;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005299;7;KK001;Kleinteile;1
2005299;8;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005300;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005300;2;K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";1
2005300;3;K03623;"Einbaudose kompl.; Munsch konfektioniert";1
2005300;4;K03626;"Verschlußkappe; Gerätedose";1
2005300;5;K03848;"Kabelverschraubung; PG16";1
2005300;6;K05442;"Distanzhülse; Id4,3 x Ad8 x 7, Ms";2
2005300;7;K05492;"Frequenzumrichter  kompl. ;  Austausch";1
2005300;8;KK001;Kleinteile;1
2005300;9;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005301;1;K01814;"Behälterschweißautomat; für Bodennaht";1
2005301;2;K00537;"Axialrillenkugellager; 51105";1
2005301;3;K00568;"Bundlager; 20 x 26 x 32 x 25";1
2005301;4;K00575;"Sicherungsring; A   10 x 1";1
2005301;5;K00582;"Gleitlager; 10 x 16 x 16";1
2005301;6;K00583;"Gleitlager; 14 x 20 x 20";1
2005301;7;KK001;Kleinteile;1
2005301;8;K04172;"Öl; 80ml";1
2005301;9;K00354;"Kohlebürste; DK 10125";2
2005301;10;KK060;Arbeitseinheit Reparatur (= 30Min);6
2005302;1;K04680;"Extruderschweißgerät; MAK-25, 230 V, mN";1
2005302;2;K02648;"Lüfterrad - komplett; Antrieb DB, WX2Mu";1
2005302;3;K02669;"Axialrillenkugellager; 51203";1
2005302;4;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005302;5;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005302;6;K03336;"Frontfolie 06; für K-Regler";1
2005302;7;K03588;"Sicherungsring; SW 10";1
2005302;8;K03635;"Wellendichtring; 25x42x7 - BA";1
2005302;9;K03636;"O-Ring; 62 x 2";1
2005302;10;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2005302;11;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2005302;12;K03831;"Rillenkugellager; 6000 BRS";1
2005302;13;K03832;"Rillenkugellager; 608 BRS";2
2005302;14;K03839;"Sicherungsring; A14";1
2005302;15;K03852;"Rillenkugellager; 6000-2BRS C3";2
2005302;16;K04172;"Öl; 80ml";1
2005302;17;K04232;"Elektronikeinheit; 230V, MEG-23";1
2005302;18;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005302;19;K05544;"Rillenkugellager; 6005 2RS";1
2005302;20;K05574;"Flansch;";1
2005302;21;K05585;"Geflechtschlauch; 10 bis 20mm";35
2005302;22;K05682;"Acryl-Glasseidenschlauch; Id5, natur, 150m Spule";15
2005302;23;KK001;Kleinteile;1
2005302;24;KK060;Arbeitseinheit Reparatur (= 30Min);6
2005296;14;K05202;"Regler MM;  Reparatur";1
2005296;15;KK060;Arbeitseinheit Reparatur (= 30Min);2
2005303;1;K04676;"Portable Extruder Welding Gun; MAK-18, 230 V, mN";1
2005303;2;K01017;Shock-proof plug Pico UK UKR U5R U7R U8R E5 (A);1
2005303;3;K02669;Axial ball bearing 51203;1
2005303;4;K02965;"Sealing ring; MA/E-25 u. 25-S";1
2005303;5;K03035;Circlip H 16;1
2005303;6;K03588;"Circlip; SW 10";1
2005303;7;K03635;Joint ring  25x42x7 - BA;1
2005303;8;K03636;O-Ring, 62 x 2;1
2005303;9;K03638;"Joint ring; 10x19x7 Viton, Form A";1
2005303;10;K03640;Seal ring 4,5x7x1;3
2005303;11;K03831;Grooved ball bearing 6000 BRS;1
2005303;12;K03832;Ball bearing 900737;2
2005303;13;K03839;Circlip 900211;1
2005303;14;K03852;Ball bearing 901015;1
2005303;15;K04172;"Oil; 80ml";1
2005303;16;K04232;"Electronic unit, MEG-23; 230V";1
2005303;17;K04234;Heating element, 2300W, 230V, MEG-23;1
2005303;18;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2005303;19;K04785;Rod Guide;1
2005303;20;K04886A;"Carbon brush; UX1 115V, 230V";2
2005303;21;K05131;Armature UX1 230V;1
2005303;22;K05544;Grooved ball bearing 6005 2RS;1
2005303;23;K05574;Flange 301165;1
2005303;24;K06972;"Ball bearing UX1; 901144; including protective cap";1
2005303;25;KK001;"Sundry supplies;";1
2005303;26;KK060;Unit of work (= 0.5h);8
2005304;1;K04678;"Portable Extruder Welding Gun; MEK-18, 230 V, mN";1
2005304;2;K02669;Axial ball bearing 51203;1
2005304;3;K02965;"Sealing ring; MA/E-25 u. 25-S";1
2005304;4;K03067;Pressure lever 1/1-1/R MA/E-25 u. 25-S;1
2005304;5;K03336;"Front foil; to controller Type K";1
2005304;6;K04172;"Oil; 80ml";1
2005304;7;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2005304;8;K04468;"Casing - lower section; K - Controller";1
2005304;9;K04469;Casing cover;1
2005304;10;K04785;Rod Guide;1
2005304;11;K04886A;"Carbon brush; UX1 115V, 230V";1
2005304;12;K05924;"Electronic board ,  Type K ; Repair";1
2005304;13;KK001;"Sundry supplies;";1
2005304;14;KK060;Unit of work (= 0.5h);9
2005305;1;K04867;"Extruderschweißgerät; MAK-40-D, 230 V, mN";1
2005305;2;K03068;"Druckhebel 2/1-1/R; MA/E-40 u. 60";1
2005305;3;K03990;"Anschlussplatine; Typ K";1
2005305;4;K04232;"Elektronikeinheit; 230V, MEG-23";1
2005305;5;K04234;"Heizung; Keramik, 2300W, 230V, MEG-23";1
2005305;6;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005305;7;KK001;Kleinteile;1
2005305;8;KK060;Arbeitseinheit Reparatur (= 30Min);6
2005306;1;K04189;"Antriebseinheit; UX1, 230V";1
2005306;2;K02438;"Kugellagerausgleichsscheibe; UX1/EBM13";1
2005306;3;K03588;"Sicherungsring; SW 10";1
2005306;4;K03635;"Wellendichtring; 25x42x7 - BA";1
2005306;5;K03636;"O-Ring; 62 x 2";1
2005306;6;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2005306;7;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2005306;8;K03831;"Rillenkugellager; 6000 BRS";1
2005306;9;K03832;"Rillenkugellager; 608 BRS";2
2005306;10;K03839;"Sicherungsring; A14";1
2005306;11;K03852;"Rillenkugellager; 6000-2BRS C3";1
2005306;12;K04172;"Öl; 80ml";1
2005306;13;K04886A;"Kohlebürste UX1; 2412";2
2005306;14;K05131;Anker UX1 230V;1
2005306;15;K05160;"Kabelbaum; UX1";1
2005306;16;K05544;"Rillenkugellager; 6005 2RS";1
2005306;17;K05574;"Flansch;";1
2005306;18;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2005306;19;KK001;Kleinteile;1
2005306;20;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005307;1;K02325;"Extruderschweißgerät MA-60; 400 V, ER-AS";1
2005307;2;K02073;"Solid State Relais; G3NE-210T 12 VDC";1
2005307;3;K03848;"Kabelverschraubung; PG16";1
2005307;4;KK001;Kleinteile;1
2005307;5;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005308;1;K04692;"Extruderschweißgerät; MAK-58-D, 230 V, mN, S";1
2005308;2;KK001;Kleinteile;1
2005308;3;KK060;Arbeitseinheit Reparatur (= 30Min);2
2005308;4;G08378;"Schweißschuh; 42.0130F-40-40-M";1
2005309;1;K00758;"Extruderschweißgerät Typ SKR; 230 Volt,";1
2005309;2;K00218;"Kugellager 626 2RS; 14311223";2
2005309;3;K00254;"Kugellager  608 2RS1; 8 X 22 X 7";1
2005309;4;K00483;"Handgriff grün; 5612";1
2005309;5;K00610;"Gleitlager; 6 x 12 x 8";1
2005309;6;K00627;"Gleitlager; 8 x 12 x 8";1
2005309;7;K00652;"Bundlager; 16 x 22 x 28 x 3 x 12";1
2005309;8;K00657;"Sicherungsring; I   35 x 1,5";1
2005309;9;K00658;"Sicherungsring; A   20 x 1,2";1
2005309;10;K00659;"Seeger-Greifring; G   5,5 x 0,8";1
2005309;11;K00662;"Paßscheibe, 6 x 10 x 1; UK SK UKR SKR U5R (A)";2
2005309;12;K00685;"Sicherungsring; A   16 x 1";1
2005309;13;K00744;"Extruderschnecke; UKR SKR (A)";1
2005309;14;K01068;"Axialrillenkugellager; 51104";1
2005309;15;K02496;Gummiring ohne Noppen;1
2005309;16;K02954;"Kohlen zu Electron 230V; ""abschaltbar""";2
2005309;17;K03681;"Radialwellendichtring; BE 1020 , 0015";1
2005309;18;K03910;"Bohrspindel; BE 1020 , 0003; genutet";1
2005309;19;K03923;"Rillenkugellager. 15x 32x 9; BE 1020 , 0016";1
2005309;20;K03949;"Kohlebuerste 230V; BE 1020 , 0044, 1 VE=2Stück";2
2005309;21;K03951;"Kabelschutz; BE 1020 , 0047";1
2005309;22;KK001;Kleinteile;1
2005309;23;KK060;Arbeitseinheit Reparatur (= 30Min);8
2005310;1;K03969B;Munsch Mini Xtruder 230 V, mN;1
2005310;2;K02669;Axial ball bearing 51203;1
2005310;3;K03482;Countersunk screw M 4 x  12;4
2005310;4;K03894;Axial blower;1
2005310;5;K03964;Motor unit , preheating 230V;1
2005310;6;K04253;Insulation foil;1
2005310;7;K04946;Fan guard, controller  MM;1
2005310;8;K05538;cutting head 18-9 MM;1
2005310;9;K05539;"wear sleeve;  MM";1
2005310;10;K06058;Air filter, MM;1
2005310;11;K06761;"label; Cooling Down";1
2005310;12;KK001;"Sundry supplies;";1
2005310;13;KK060;Unit of work (= 0.5h);6
2005311;1;K04672;"Extruderschweißgerät; MAK-18-S, 230 V, mN";1
2005311;2;K02669;"Axialrillenkugellager; 51203";1
2005311;3;K02689;"Kabel vorkonfektioniert; 230V 3x2,5mm² 7m lg.";1
2005311;4;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005311;5;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005311;6;K03588;"Sicherungsring; SW 10";1
2005311;7;K03635;"Wellendichtring; 25x42x7 - BA";1
2005311;8;K03636;"O-Ring; 62 x 2";1
2005311;9;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2005311;10;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2005311;11;K03831;"Rillenkugellager; 6000 BRS";1
2005311;12;K03832;"Rillenkugellager; 608 BRS";2
2005311;13;K03839;"Sicherungsring; A14";1
2005311;14;K03852;"Rillenkugellager; 6000-2BRS C3";1
2005311;15;K04172;"Öl; 80ml";1
2005311;16;K04232;"Elektronikeinheit; 230V, MEG-23";1
2005311;17;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005311;18;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005311;19;K04886A;"Kohlebürste UX1; 2412";2
2005311;20;K05131;Anker UX1 230V;1
2005311;21;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2005311;22;KK001;Kleinteile;1
2005311;23;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005311;24;Paket;Paketsonderpreis;1
2005302;25;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005312;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005312;2;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005312;3;K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";1
2005312;4;KK001;Kleinteile;1
2005312;5;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005312;6;999000;Fracht/Verpackung PackStücke;1
2005313;1;K05591COV;"Extruderschweißg.  MM-Xtruder OV; 230 V, mN";1
2005313;2;K03906;"Berührschutz, Vorwärmung; Spritzgussteil   MM";1
2005313;3;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005313;4;K04717;"Eigenluftführung; 10°   MM";1
2005313;5;K04722;"Halter-Motorlüfter; MM";1
2005313;6;K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";1
2005313;7;KK001;Kleinteile;1
2005313;8;K05172;"Antiverdrall - Vorrichtung;";1
2005313;9;KK060;Arbeitseinheit Reparatur (= 30Min);7
2005314;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005314;2;K02669;"Axialrillenkugellager; 51203";1
2005314;3;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005314;4;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005314;5;K05539;"Einzugshülse V; MM";1
2005314;6;KK001;Kleinteile;1
2005314;7;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005315;1;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";1
2005315;2;KK001;Kleinteile;1
2005315;3;KK060;Arbeitseinheit Reparatur (= 30Min);1
2005316;1;K03969CS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";1
2005316;2;K02669;"Axialrillenkugellager; 51203";1
2005316;3;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005316;4;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005316;5;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005316;6;K04946;"Lüftereinheit Regler; vormontiert";1
2005316;7;K05538;"Schneidkopf 18-9; MM";1
2005316;9;KK001;Kleinteile;1
2005316;10;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005316;11;K05540;"Einzugshülse V; MM-4";1
2005317;1;K03969B;Munsch Mini Xtruder 230 V, mN;1
2005317;2;K02669;Axial ball bearing 51203;1
2005317;3;K03482;Countersunk screw M 4 x  12;1
2005317;4;K03964;Motor unit , preheating 230V;1
2005317;5;K06058;Air filter, MM;1
2005317;6;K06761;"label; Cooling Down";1
2005317;7;KK001;"Sundry supplies;";1
2005317;8;KK060;Unit of work (= 0.5h);6
2005318;1;K03969;Munsch Mini Xtruder 230 V, mN;1
2005318;2;K03482;Countersunk screw M 4 x  12;4
2005318;3;K03890;"Drive unit; 40 / 42 MM";1
2005318;4;K03894;Axial blower;1
2005318;5;K03964;Motor unit , preheating 230V;1
2005318;6;K04318;Heating complete, 230 V / 2300 W;1
2005318;7;K04737;Rubber connector;4
2005318;8;K04945;Fan guard, drive  MM;1
2005318;9;K06058;Air filter, MM;1
2005318;10;KK001;"Sundry supplies;";1
2005318;11;KK060;Unit of work (= 0.5h);6
2005318;12;KK23;Modification Extruderbody - Melting chamber double bearing;1
2005319;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005319;2;K02669;"Axialrillenkugellager; 51203";1
2005319;3;K03482;"Senkschraube; DIN 7991, M 4 x  12";4
2005319;4;K03883;"Düse; 40-6                        MM";1
2005319;5;K03894;"Axiallüfter; 40 x 40 x 25                MM";1
2005319;6;K03960;"Nilos-Ring; 6003 Z AV                   MM";1
2005319;7;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005319;8;K04258;"Frontfolie; Tasten für Regler MM";1
2005319;9;K04259;"Frontfolie Display; für Regler  MM";1
2005319;10;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005319;11;K04719;"Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM";1
2005319;12;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2005319;13;K04786;"Schaltgehäuse-Deckel; eloxiert, mN     MM";1
2005319;14;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005319;15;K05202;"Regler MM;  Reparatur";1
2005319;16;K05538;"Schneidkopf 18-9; MM";1
2005319;17;K05539;"Einzugshülse V; MM";1
2005319;18;K06058;"Lüfterabdeckung mit Filter ;  MM";1
2005319;19;KK001;Kleinteile;1
2005319;20;KK060;Arbeitseinheit Reparatur (= 30Min);7
2005320;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005320;2;K02669;"Axialrillenkugellager; 51203";1
2005320;3;K03482;"Senkschraube; DIN 7991, M 4 x  12";1
2005320;4;K03883;"Düse; 40-6                        MM";1
2005320;5;K03889;"Heizspirale; 18x125                      MM";1
2005320;6;K03890;"Antriebseinheit; 40 / 42 MM";1
2005320;7;K03894;"Axiallüfter; 40 x 40 x 25                MM";1
2005320;8;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005320;9;K05538;"Schneidkopf 18-9; MM";1
2005320;10;K05539;"Einzugshülse V; MM";1
2005320;11;K06058;"Lüfterabdeckung mit Filter ;  MM";1
2005320;12;KK001;Kleinteile;1
2005320;13;KK060;Arbeitseinheit Reparatur (= 30Min);7
2005321;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005321;2;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005321;3;K04110;"Geräteschalter MINI; ohne Drehzahlregelung";1
2005321;4;KK001;Kleinteile;1
2005321;5;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005322;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005322;2;KK001;Kleinteile;1
2005322;3;KK060;Arbeitseinheit Reparatur (= 30Min);1
2005323;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005323;2;K03355;"Lüfter; 80 x 80 x 25";1
2005323;3;KK060;Arbeitseinheit Reparatur (= 30Min);0,5
2005324;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2005324;2;K02669;"Axialrillenkugellager; 51203";1
2005324;3;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005324;4;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005324;5;K03588;"Sicherungsring; SW 10";1
2005324;6;K03635;"Wellendichtring; 25x42x7 - BA";1
2005324;7;K03636;"O-Ring; 62 x 2";1
2005324;8;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2005324;9;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2005324;10;K03831;"Rillenkugellager; 6000 BRS";1
2005324;11;K03832;"Rillenkugellager; 608 BRS";2
2005324;12;K03839;"Sicherungsring; A14";1
2005324;13;K03852;"Rillenkugellager; 6000-2BRS C3";1
2005324;14;K04172;"Öl; 80ml";1
2005324;15;K04232;"Elektronikeinheit; 230V, MEG-23";1
2005324;16;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005324;17;K04509;"Düse; 30, MA/E-K-18/25, 3mm";1
2005324;18;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005324;19;K04886A;"Kohlebürste UX1; 2412";2
2005324;20;K05131;Anker UX1 230V;1
2005324;21;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2005324;22;KK001;Kleinteile;1
2005324;23;KK060;Arbeitseinheit Reparatur (= 30Min);8
2005325;1;K04672;"Extruderschweißgerät; MAK-18-S, 230 V, mN";1
2005325;2;K02669;"Axialrillenkugellager; 51203";1
2005325;3;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005325;4;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005325;5;K03072;"Flachkopfschraube ; M  5 x 20";1
2005325;6;K03276;"Spiralverschraubung; BS-M 20x1,5";1
2005325;7;K04172;"Öl; 80ml";1
2005325;8;K04234;"Heizung; Keramik, 2300W, 230V, MEG-23";1
2005325;9;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005325;10;K04417;"Griffschale - rechts; Antrieb UX1";1
2005325;11;K04444;"Regler; Typ H, A-S-18.01, 230V";1
2005325;12;K04445;"Steckachse; für Regler Typ H";2
2005325;13;K04510;"Düse; 40, MA/E-K-18-S, 4mm";1
2005325;14;K04653;"Schaltgehäuse-Unterteil; H-Regler";1
2005325;15;K04654;"Schaltgehäuse-Deckel; eloxiert, oN";1
2005325;16;K04655;"Schaltgehäuse-Verbinder; H-Regler";2
2005325;17;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005325;18;K04814;Abdeckkappe, schwarz;2
2005325;19;K04886A;"Kohlebürste UX1; 2412";1
2005325;20;KK001;Kleinteile;1
2005325;21;KK060;Arbeitseinheit Reparatur (= 30Min);7
2005326;1;K03969C;Munsch Mini Xtruder 230 V, mN;1
2005326;2;K02669;Axial ball bearing 51203;1
2005326;3;K03482;Countersunk screw M 4 x  12;4
2005326;4;K03889;Heating coil;1
2005326;5;K03894;Axial blower;1
2005326;6;K03964;Motor unit , preheating 230V;1
2005326;7;K04110;Switch for MINI, without speed control;2
2005326;8;K04318;Heating complete, 230 V / 2300 W;1
2005326;9;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2005326;10;K04945;Fan guard, drive  MM;1
2005326;11;K05539;"wear sleeve;  MM";1
2005326;12;K06058;Air filter, MM;1
2005326;13;KK001;"Sundry supplies;";1
