SERVICEAUFTRAG;POSITION;ARTIKEL;NAME;MENGE
2005326;14;KK060;Unit of work (= 0.5h);7
2005327;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005327;2;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005327;3;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005327;4;K05202;"Regler MM;  Reparatur";1
2005327;5;KK001;Kleinteile;1
2005327;6;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005328;1;K00753;Extruder Welding Machine UKR 230 Volt;1
2005328;2;KK001;"Sundry supplies;";1
2005328;3;KK060;Unit of work (= 0.5h);2
2005328;4;KKJUNK;"Internal destruction;";1
2005329;1;K06914;"Heizkeilschweissmaschine Wedge It Multi; mit Datenaufzeichnung";1
2005329;2;K07242;Mantelthermoelement FeCuNi Typ J;1
2005329;3;KK001;Kleinteile;1
2005329;4;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005330;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005330;2;K03848;"Kabelverschraubung; PG16";1
2005330;3;KK001;Kleinteile;1
2005330;4;KK060;Arbeitseinheit Reparatur (= 30Min);2
2005331;1;K02799B;"Extruderschweißgerät MA-25; 230 V, EO-H";1
2005331;3;KKRET;Sie erhalten Ihr Gerät unrepariert zurück.;1
2005332;1;K03969C;Munsch Mini Xtruder 230 V, mN;1
2005332;2;K02669;Axial ball bearing 51203;1
2005332;3;K03882B;Melting chamber MM;1
2005332;4;K03964;Motor unit , preheating 230V;1
2005332;5;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2005332;6;K05539;"wear sleeve;  MM";1
2005332;7;K05999;Circlip A   17 x 1;1
2005332;8;KK001;"Sundry supplies;";1
2005332;9;KK060;Unit of work (= 0.5h);6
2005333;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005333;2;K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";1
2005333;3;K02669;"Axialrillenkugellager; 51203";1
2005333;4;K03883;"Düse; 40-6                        MM";1
2005333;5;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005333;6;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005333;7;K05539;"Einzugshülse V; MM";1
2005333;8;KK001;Kleinteile;1
2005333;9;KK060;Arbeitseinheit Reparatur (= 30Min);6
2005334;1;K02782B;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005334;2;K07274;"Umbausatz; PB > PB-ROB, 0-5V";1
2005335;1;K02782B;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005335;2;K07274;"Umbausatz; PB > PB-ROB, 0-5V";1
2005336;1;K05922;"Extruderschweißgerät; GMAK-350-B, 230 V, mN";1
2005336;2;K03348;"Verbindungsleitung; WX2PBMu-WX2Mu , orange";1
2005336;3;KK001;Kleinteile;1
2005336;4;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005337;1;K04672;"Extruderschweißgerät; MAK-18-S, 230 V, mN";1
2005337;2;K02669;"Axialrillenkugellager; 51203";1
2005337;3;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005337;4;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005337;5;K04444;"Regler; Typ H, A-S-18.01, 230V";1
2005338;1;K02782B;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005337;6;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005337;7;KK001;Kleinteile;1
2005337;8;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005338;2;K05492;"Frequenzumrichter  kompl. ;  Austausch";1
2005338;3;KK001;Kleinteile;1
2005338;4;KK060;Arbeitseinheit Reparatur (= 30Min);2
2005339;1;K00753;"Extruderschweißgerät Typ UKR; 230 Volt";1
2005339;2;K00610;"Gleitlager; 6 x 12 x 8";1
2005339;3;K00627;"Gleitlager; 8 x 12 x 8";1
2005339;4;K00651;"Schneckenrad; UK SK UKR SKR (A)";1
2005339;5;K00652;"Bundlager; 16 x 22 x 28 x 3 x 12";1
2005339;6;K00659;"Seeger-Greifring; G   5,5 x 0,8";1
2005339;7;K01068;"Axialrillenkugellager; 51104";1
2005339;8;KK001;Kleinteile;1
2005339;9;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005340;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005340;2;K02669;"Axialrillenkugellager; 51203";1
2005340;3;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005340;4;K05202;"Regler MM;  Reparatur";1
2005340;5;K05538;"Schneidkopf 18-9; MM";1
2005340;6;K05539;"Einzugshülse V; MM";1
2005340;7;K06725;"Extruderschnecke; MM D+0,2";1
2005340;8;KK001;Kleinteile;1
2005340;9;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005341;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2005341;2;K02669;"Axialrillenkugellager; 51203";1
2005341;3;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005341;4;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005341;5;K03588;"Sicherungsring; SW 10";1
2005341;6;K03635;"Wellendichtring; 25x42x7 - BA";1
2005341;7;K03636;"O-Ring; 62 x 2";1
2005341;8;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2005341;9;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2005341;10;K03831;"Rillenkugellager; 6000 BRS";1
2005341;11;K03832;"Rillenkugellager; 608 BRS";2
2005341;12;K03839;"Sicherungsring; A14";1
2005341;13;K03852;"Rillenkugellager; 6000-2BRS C3";1
2005341;14;K03989;"Regler; für Gebläse u. Heizung, Typ K";1
2005341;15;K04172;"Öl; 80ml";1
2005341;16;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005341;17;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005341;18;K04886A;"Kohlebürste UX1; 2412";2
2005341;19;K05131;Anker UX1 230V;1
2005341;20;K05544;"Rillenkugellager; 6005 2RS";1
2005341;21;K05574;"Flansch;";1
2005341;22;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2005341;23;KK001;Kleinteile;1
2005341;24;KK060;Arbeitseinheit Reparatur (= 30Min);7
2005342;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005342;2;K03889;"Heizspirale; 18x125                      MM";1
2005342;3;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005342;4;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005342;5;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2005342;6;K04808B;"Regler f. Masse/Luft; 230 V / 250W mit MotorLP MM";1
2005342;7;KK001;Kleinteile;1
2005342;8;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005342;9;KK22;Umbau Extruderkörper - Schmelzkammer;1
2005343;1;K04672;"Portable Extruder Welding Gun; MAK-18-S, 230 V, mN";1
2005343;2;K02669;Axial ball bearing 51203;1
2005343;3;K02965;"Sealing ring; MA/E-25 u. 25-S";1
2005343;4;K03588;"Circlip; SW 10";1
2005343;5;K03635;Joint ring  25x42x7 - BA;1
2005343;6;K03636;O-Ring, 62 x 2;1
2005343;7;K03638;"Joint ring; 10x19x7 Viton, Form A";1
2005343;8;K03640;Seal ring 4,5x7x1;3
2005343;9;K03831;Grooved ball bearing 6000 BRS;1
2005343;10;K03832;Ball bearing 900737;2
2005343;11;K03839;Circlip 900211;1
2005343;12;K03852;Ball bearing 901015;1
2005343;13;K04172;"Oil; 80ml";1
2005343;14;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2005343;15;K04429;Distance piece MA/E-25 u. 25-S;2
2005343;16;K04785;Rod Guide;1
2005343;17;K04886A;"Carbon brush; UX1 115V, 230V";2
2005343;18;K05131;Armature UX1 230V;1
2005343;19;K06972;"Ball bearing UX1; 901144; including protective cap";1
2005343;20;KK001;"Sundry supplies;";1
2005343;21;KK060;Unit of work (= 0.5h);5
2005344;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005344;2;K02669;"Axialrillenkugellager; 51203";1
2005344;3;K03482;"Senkschraube; DIN 7991, M 4 x  12";4
2005344;4;K03894;"Axiallüfter; 40 x 40 x 25                MM";1
2005344;5;K03960;"Nilos-Ring; 6003 Z AV                   MM";1
2005344;6;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005344;7;K04258;"Frontfolie; Tasten für Regler MM";1
2005344;8;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005344;9;K04719;"Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM";1
2005344;10;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2005344;11;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005344;12;K05202;"Regler MM;  Reparatur";1
2005344;13;K05538;"Schneidkopf 18-9; MM";1
2005344;14;K05539;"Einzugshülse V; MM";1
2005344;15;K06058;"Lüfterabdeckung mit Filter ;  MM";1
2005344;16;KK001;Kleinteile;1
2005344;17;KK060;Arbeitseinheit Reparatur (= 30Min);8
2005345;1;K02799B;"Extruderschweißgerät MA-25; 230 V, EO-H";1
2005345;2;K02205;"Staubschutzkappe; U1231";1
2005345;3;K02669;"Axialrillenkugellager; 51203";1
2005345;4;K02696;"Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25";1
2005345;5;K02954;"Kohlen zu Electron 230V; ""abschaltbar""";1
2005345;6;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005345;7;K02968;"Düse; 39             MA/E-25(PP) 3mm";1
2005345;8;K03035;"Sicherungsring; H 16";1
2005345;9;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005345;10;K04172;"Öl; 80ml";1
2005345;11;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005345;12;KK001;Kleinteile;1
2005345;13;KK060;Arbeitseinheit Reparatur (= 30Min);6
2005345;14;999000;Verpackungskosten;1
2005345;15;999000;Versandkosten;1
2005346;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2005346;2;K02669;"Axialrillenkugellager; 51203";1
2005346;3;K02696;"Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25";1
2005346;4;K02922;"Kompressionsdüse; MA/E-25 u. 25-S MAK-18";1
2005346;5;K02924;"Extruderschnecke; MA/E-25 u. 25-S; MAK18 u. 25";1
2005346;6;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005346;7;K03035;"Sicherungsring; H 16";1
2005346;8;K03588;"Sicherungsring; SW 10";1
2005346;9;K03635;"Wellendichtring; 25x42x7 - BA";1
2005346;10;K03636;"O-Ring; 62 x 2";1
2005346;11;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2005346;12;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2005346;13;K03831;"Rillenkugellager; 6000 BRS";1
2005346;14;K03832;"Rillenkugellager; 608 BRS";2
2005346;15;K03839;"Sicherungsring; A14";1
2005346;16;K03852;"Rillenkugellager; 6000-2BRS C3";1
2005346;17;K04172;"Öl; 80ml";1
2005346;18;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005346;19;K04509;"Düse; 30, MA/E-K-18/25, 3mm";1
2005346;20;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005346;21;K04886A;"Kohlebürste UX1; 2412";2
2005346;22;K05131;Anker UX1 230V;1
2005346;23;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2005346;24;KK001;Kleinteile;1
2005346;25;KK060;Arbeitseinheit Reparatur (= 30Min);8
2005347;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005347;2;K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";1
2005347;3;K03482;"Senkschraube; DIN 7991, M 4 x  12";1
2005347;4;K03894;"Axiallüfter; 40 x 40 x 25                MM";1
2005347;5;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005347;6;K04259;"Frontfolie Display; für Regler  MM";1
2005347;7;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2005347;8;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005347;9;K06058;"Lüfterabdeckung mit Filter ;  MM";1
2005347;10;KK001;Kleinteile;1
2005347;11;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005347;12;KK22;Umbau Extruderkörper - Schmelzkammer;1
2005348;1;K03969A;Munsch Mini Xtruder 230 V, mN;1
2005348;2;K03482;Countersunk screw M 4 x  12;1
2005348;3;K03894;Axial blower;1
2005348;4;K03964;Motor unit , preheating 230V;1
2005348;5;K04258;"Front foil; buttons for controller MM";1
2005348;6;K04945;Fan guard, drive  MM;1
2005348;7;K06058;Air filter, MM;1
2005348;8;KK001;"Sundry supplies;";1
2005348;9;KK060;Unit of work (= 0.5h);4
2005347;13;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005347;14;KK060;Arbeitseinheit Reparatur (= 30Min);1
2005349;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005349;2;K03623;"Einbaudose kompl.; Munsch konfektioniert";1
2005349;3;K05442;"Distanzhülse; Id4,3 x Ad8 x 7, Ms";2
2005349;4;K05860;"Themperaturfühler; für Frequenzumrichter  K03602";1
2005349;5;K06766;Gleichrichter Powerbox;1
2005349;6;KK001;Kleinteile;1
2005349;7;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005350;1;K04680;"Extruderschweißgerät; MAK-25, 230 V, mN";1
2005350;2;K02669;"Axialrillenkugellager; 51203";1
2005350;3;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005350;4;K04172;"Öl; 80ml";1
2005350;5;K04352;"Stützring; MAE/K-18/25 u. 18-S";1
2005350;6;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005350;7;KK001;Kleinteile;1
2005350;8;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005351;1;K04867;"Extruderschweißgerät; MAK-40-D, 230 V, mN";1
2005351;2;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005351;3;K04944;"Kabel vorkonfektioniert; 1² - 29cm, grün/gelb";1
2005351;4;KK001;Kleinteile;1
2005351;5;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005352;1;K04676A;"Extruderschweißgerät; MAK-18, 230 V, mN, dGr";1
2005352;2;K04234;"Heizung; Keramik, 2300W, 230V, MEG-23";1
2005352;3;KK001;Kleinteile;1
2005352;4;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005352;5;K02696;"Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25";1
2005352;6;KK010;Schweißschuh konisch 29-30-M inkl. Warmluftkanal;1
2005353;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005353;2;K02669;"Axialrillenkugellager; 51203";1
2005353;3;K03482;"Senkschraube; DIN 7991, M 4 x  12";4
2005353;4;K03894;"Axiallüfter; 40 x 40 x 25                MM";1
2005353;5;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005353;6;K04110;"Geräteschalter MINI; ohne Drehzahlregelung";1
2005353;7;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005353;8;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005353;9;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005353;10;K05202;"Regler MM;  Reparatur";1
2005353;11;K05538;"Schneidkopf 18-9; MM";1
2005353;12;K05539;"Einzugshülse V; MM";1
2005353;13;K06058;"Lüfterabdeckung mit Filter ;  MM";1
2005353;14;KK001;Kleinteile;1
2005353;15;KK060;Arbeitseinheit Reparatur (= 30Min);8
2005353;16;999000;Verpackung PackStücke;1
2005354;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005354;2;K02669;"Axialrillenkugellager; 51203";1
2005354;3;K03482;"Senkschraube; DIN 7991, M 4 x  12";4
2005354;4;K03890;"Antriebseinheit; 40 / 42 MM";1
2005354;5;K03894;"Axiallüfter; 40 x 40 x 25                MM";1
2005354;6;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005354;7;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005354;8;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005354;9;K05202;"Regler MM;  Reparatur";1
2005354;10;K05538;"Schneidkopf 18-9; MM";1
2005354;11;K05539;"Einzugshülse V; MM";1
2005354;12;K06058;"Lüfterabdeckung mit Filter ;  MM";1
2005354;13;KK001;Kleinteile;1
2005354;14;KK060;Arbeitseinheit Reparatur (= 30Min);8
2005354;15;999000;Verpackung PackStücke;1
2005355;1;K05934C;"Extruderschweißg. PFA.  MM-Xtruder-4; 230 V, mN";1
2005355;2;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005355;3;K05202;"Regler MM;  Reparatur";1
2005355;4;KK001;Kleinteile;1
2005355;5;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005356;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005356;2;K05202;"Regler MM;  Reparatur";1
2005356;3;KK001;Kleinteile;1
2005356;4;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005356;5;999000;Verpackung PackStücke;1
2005357;1;K02799B;"Extruderschweißgerät MA-25; 230 V, EO-H";1
2005357;2;K00488;"Temperaturendschalter 135°C; 5625 (Klixon)";1
2005357;3;K00519;"Motor (Schnelläufer); 230 Volt, 5701";1
2005357;4;K01081;"Filter; H 5519/5619/5719/3419/11919";1
2005357;5;K01203;"Schieber schwarz; 5612 A";1
2005357;6;K02203;"Luftanschluß; Winkel Einschraubst. 3/8""/10";1
2005357;7;K02500;"Turbinengehäuse-Oberteil; komplett";1
2005357;8;K02502;"Thermoelement zu Eigenluftgeb.; Elektron o. Elektronik";1
2005357;9;K02504;"Relais zu Eigenluftgebläse; Elektron o. Elektronik";1
2005357;10;K02597;"Heizelement 32A1 für Electron; 230 Volt 2200 Watt mit Bohrung";1
2005357;11;K02669;"Axialrillenkugellager; 51203";1
2005357;12;K02670;"Rillenkugellager; 6003-2RS1";1
2005357;13;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005357;14;K04172;"Öl; 80ml";1
2005357;15;KK001;Kleinteile;1
2005357;16;KK060;Arbeitseinheit Reparatur (= 30Min);15
2005358;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005358;2;K02669;"Axialrillenkugellager; 51203";1
2005358;3;K03894;"Axiallüfter; 40 x 40 x 25                MM";1
2005358;4;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005358;5;K04258;"Frontfolie; Tasten für Regler MM";1
2005358;6;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005358;7;K04719;"Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM";1
2005358;8;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2005358;9;K04808B;"Regler f. Masse/Luft; 230 V / 250W mit MotorLP MM";1
2005358;10;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005358;11;K05538;"Schneidkopf 18-9; MM";1
2005358;12;K05539;"Einzugshülse V; MM";1
2005358;13;KK001;Kleinteile;1
2005358;14;KK060;Arbeitseinheit Reparatur (= 30Min);8
2005359;1;K02782B;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005359;2;KK001;Kleinteile;1
2005359;3;KK060;Arbeitseinheit Reparatur (= 30Min);1
2005360;1;K05923;"Extruderschweißgerät; GMAK-600-B, 230 V, mN";1
2005360;2;K04512;"Düse; 40, MA/E-K-40, 4mm";1
2005360;3;K04514;"Düse; 80, MA/E-K-58, 8mm";1
2005360;4;K06130;"Kompressionsdüse; GMAEK, 6/05";1
2005360;5;K07169;"Kompressionsdüse; GMAEK, 8/375";1
2005360;6;KK001;Kleinteile;1
2005360;7;KK060;Arbeitseinheit Reparatur (= 30Min);7
2005360;8;K04513;"Düse; 50, MA/E-K-65, 5mm";1
2005361;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005361;2;K02669;"Axialrillenkugellager; 51203";1
2005361;3;KK007;"Extruderschnecke; MM - Austausch";1
2005361;4;K03960;"Nilos-Ring; 6003 Z AV                   MM";1
2005361;5;K05539;"Einzugshülse V; MM";1
2005361;6;KK001;Kleinteile;1
2005361;7;KK060;Arbeitseinheit Reparatur (= 30Min);6
2005362;1;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";1
2005362;2;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005362;3;K04258;"Frontfolie; Tasten für Regler MM";1
2005362;4;K04808B;"Regler f. Masse/Luft; 230 V / 250W mit MotorLP MM";1
2005362;5;KK001;Kleinteile;1
2005362;6;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005363;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005363;2;K02669;"Axialrillenkugellager; 51203";1
2005363;3;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005363;4;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005363;5;K05538;"Schneidkopf 18-9; MM";1
2005363;6;K05539;"Einzugshülse V; MM";1
2005363;7;KK001;Kleinteile;1
2005363;8;KK060;Arbeitseinheit Reparatur (= 30Min);6
2005364;1;K04672;"Extruderschweißgerät; MAK-18-S, 230 V, mN";1
2005364;2;K02669;"Axialrillenkugellager; 51203";1
2005364;3;K02965;"Dichtring; MA/E-25 u. 25-S";1
2005364;4;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2005364;5;K03115;"Distanzhülse; MA/E-25 u. 25-S";1
2005364;6;K03588;"Sicherungsring; SW 10";1
2005364;7;K03635;"Wellendichtring; 25x42x7 - BA";1
2005364;8;K03636;"O-Ring; 62 x 2";1
2005364;9;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2005364;10;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2005364;11;K03831;"Rillenkugellager; 6000 BRS";1
2005364;12;K03832;"Rillenkugellager; 608 BRS";2
2005364;13;K03839;"Sicherungsring; A14";1
2005364;14;K03852;"Rillenkugellager; 6000-2BRS C3";1
2005364;15;K04172;"Öl; 80ml";1
2005364;16;K04232;"Elektronikeinheit; 230V, MEG-23";1
2005364;17;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2005364;18;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005364;19;K04814;Abdeckkappe, schwarz;1
2005364;20;K04886A;"Kohlebürste UX1; 2412";2
2005364;21;K05131;Anker UX1 230V;1
2005364;22;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2005364;23;KK001;Kleinteile;1
2005364;24;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005365;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005365;2;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005365;3;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005365;4;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2005365;5;K04808B;"Regler f. Masse/Luft; 230 V / 250W mit MotorLP MM";1
2005365;6;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005365;7;K04946;"Lüftereinheit Regler; vormontiert";1
2005365;8;KK001;Kleinteile;1
2005365;9;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005365;10;KK23;"Umbausatz; MM, Doppelte Lagerung 3mm";1
2005366;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005366;2;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005366;3;K04110;"Geräteschalter MINI; ohne Drehzahlregelung";1
2005366;4;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005366;5;K04945;"Lüftereinheit Antrieb; vormontiert";1
2005366;6;K05202;"Regler MM;  Reparatur";1
2005366;7;KK001;Kleinteile;1
2005366;8;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005367;1;K00753;"Extruderschweißgerät Typ UKR; 230 Volt";1
2005367;2;KK001;Kleinteile;1
2005367;3;KKRET;Sie erhalten Ihr Gerät unrepariert zurück.;1
2005368;1;K04676A;"Extruderschweißgerät; MAK-18, 230 V, mN, dGr";1
2005368;2;K02603;"Rohrheizpatrone; 21x31x 58, 230V, 400W";1
2005368;3;K04234;"Heizung; Keramik, 2300W, 230V, MEG-23";1
2005368;4;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2005368;5;KK001;Kleinteile;1
2005368;6;KK060;Arbeitseinheit Reparatur (= 30Min);4
2005368;7;KK060;Arbeitseinheit Reparatur (= 30Min);2
2005369;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005369;2;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005369;3;K04318;"Komplett Heizung; 230 V / 2100 W";1
2005369;4;K05202;"Regler MM;  Reparatur";1
2005369;5;KK001;Kleinteile;1
2005369;6;KK060;Arbeitseinheit Reparatur (= 30Min);5
2005370;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2005370;2;K02669;"Axialrillenkugellager; 51203";1
2005370;3;K03960;"Nilos-Ring; 6003 Z AV                   MM";1
2005370;4;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2005370;5;K04110;"Geräteschalter MINI; ohne Drehzahlregelung";1
2005370;6;K05538;"Schneidkopf 18-9; MM";1
2005370;7;K05539;"Einzugshülse V; MM";1
2005370;8;KK001;Kleinteile;1
2005370;9;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005371;1;K03969C;Munsch Mini Xtruder 230 V, mN;1
2005371;2;K02669;Axial ball bearing 51203;1
2005371;3;K03894;Axial blower;1
2005371;4;K03964;Motor unit , preheating 230V;1
2005371;5;K04135;Cable 230V 3x1,5mm² 5m lg.        MM;1
2005371;6;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2005371;7;K04737;Rubber connector;4
2005371;8;K04945;Fan guard, drive  MM;1
2005371;9;K05202;"Controller MM; Repair";1
2005371;10;K06725;Extruder screw MM, double bearing;1
2005371;11;KK001;"Sundry supplies;";1
2005371;12;KK060;Unit of work (= 0.5h);5
2005372;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005372;2;K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";1
2005372;3;K03355;"Lüfter; 80 x 80 x 25";1
2005372;4;K05492;"Frequenzumrichter  kompl. ;  Austausch";1
2005372;5;KK001;Kleinteile;1
2005372;6;KK060;Arbeitseinheit Reparatur (= 30Min);3
2005373;1;K02782B;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2005373;2;KKRET;Sie erhalten Ihr Gerät unrepariert zurück.;1
2005374;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
